Tiktoker name,Tiktok name,Subscribers,Views avg.,Likes avg.,Comments avg.,Shares avg.
daniimolalaa,Ladaniuu,499900.0,2400000.0,586500.0,998.0,1300.0
jaimeonod,Telma,1800000.0,2000000.0,296100.0,3800.0,1800.0
starirawan,ssssttttaaaarrrr,550300.0,1800000.0,177300.0,8600.0,1800.0
patriotickenny,patriotickenny,2300000.0,2100000.0,292900.0,2000.0,3300.0
xxlechuga,Daniel Lechuga,5300000.0,2200000.0,476100.0,1200.0,1900.0
manhtienkhoi_,Mạnh Tiến Khôi 🐯,4600000.0,3000000.0,276400.0,2600.0,1300.0
itsjojosiwa,JoJo Siwa,43500000.0,4200000.0,422000.0,1400.0,399.0
ajkhiphop,kelil,36500.0,4600000.0,670600.0,686.0,355.0
ustazebitlew,Ebit Lew,4100000.0000000000,1900000.0,156300.0,6300.0,4400.0
cedricgrolet,Cedric Grolet,1300000.0,3300000.0,251800.0,1100.0,2700.0
danythegaggio,Daniele Cabras,3200000.0,2000000.0,217200.0,2300.0,5200.0
dylanpage.ning,Dylan Page,3100000.0,1600000.0,239400.0,5400.0,3000.0
mastermind_ph,Mastermind PH,2100000.0,2600000.0,273000.0,2100.0,2300.0
maluborgesm,MALU BORGES,2900000.0,1900000.0,280400.0,4800.0,1000.0
vito.video,Vito 🌍🚴‍♂️,1900000.0,2200000.0,340000.0,2000.0,2200.0
frnzlynfby,Feby,3700000.0,1900000.0,361000.0,2600.0,2000.0
carolvillanes,Carol Villanes,6300000.0,2000000.0,294700.0,4800.0,467.0
mariabecerra_22,Maria Becerra,8300000.000000000,2700000.0,388300.0,2200.0,712.0
onerepublic,OneRepublic,691700.0,2800000.0,323000.0,955.0,2500.0
ngikuttrendaja,Ahmad Rizki,192800.0,3700000.0,304500.0,1500.0,1200.0
flickerspark_,flickerspark_,1200000.0,2100000.0,516800.00000000000,1400.0,1500.0
cvsthetico,cvstage,168200.0,2300000.0,313100.0,2500.0,1800.0
yahia_x,يحيى الزعبي,2200000.0,4000000.0,189900.0,1000.0,3100.0
jennialarcon_,Jenni Alarcon,3100000.0,2000000.0,348400.0,2500.0,1900.0
airiiqtieeee,inoue`,53100.0,1800000.0,321300.0,2700.0,2600.0
officialsunnydaze,SUNNY DAZE,1600000.0,3100000.0,495300.0,844.0,1200.0
los_chicaneros,Los_chicaneros,3700000.0,1900000.0,218200.0,1200.0,6100.0
videoschapin,VideosChapin,56000.0,2900000.0,78800.0,2700.0,10600.0
wuesilva,Wue Silva,13100000.0,4100000.0000000000,283400.0,1200.0,1400.0
ladygaga,ladygaga,7600000.0,1900000.0,247500.0,4400.0,2000.0
cx_.q,مصطفى البصراوي 62,3300000.0,3100000.0,254000.0,2300.0,1500.0
mitsy270,mitsy,2300000.0,1900000.0,338300.0,2700.0,2100.0
ayesebastien,Sebastien,7200000.0,2000000.0,396500.0,2100.0,1800.0
karljacobs,Karl,11200000.0,1900000.0,486500.0,2600.0,563.0
liltjay,Lil Tjay,5200000.0,1900000.0,291900.0,3900.0,1400.0
irenehsuu,Irene,98600.0,1400000.0,401700.0,1300.0,3900.0
doctormiguelpadilla,Doctor Miguel,5900000.0,2100000.0,321700.0,1700.0,2600.0
jacobday,Jacob Day,5600000.0,1800000.0,296600.0,4400.0,1000.0
louflores_,Lou flores,2800000.0,2200000.0,237100.0,842.0,4700.0
pakoyaso_,Pakoyaso,12800000.0,3200000.0,282600.0,1200.0,2000.0
ella.tchella,Tchella,2000000.0,1600000.0,381600.0,1500.0,3400.0
nashvibes,NashVibes Art,3700000.0,4400000.0,365500.0,1300.0,493.0
jamesdroz566,jamesdroz5661,103400.0,1900000.0,155400.0,2200.0,7400.0
egyptianbeaman,egyptianbeaman,872400.0,2200000.0,80500.0,1700.0,14200.0
mattiastanga,Mattia Stanga,2700000.0,1500000.0,213400.0,1400.0,7400.0
gorillaz,Gorillaz,2300000.0,1800000.0,340900.0,2800.0,1700.0
lonely.moods,:),354500.0,815500.0,214000.0,5400.0,10600.0
rayanfahmi,Rayoon,3700000.0,2900000.0,235900.0,2800.0,1200.0
melmaia,Mel Maia 🍯,11800000.0,3500000.0,473900.0,988.0,662.0
vietduongg_,Viet,161200.0,1200000.0,129700.00000000000,12700.0,4800.0
leen_mohd98,LEEN🌸,3800000.0,2900000.0,190100.0,2700.0,2300.0
jubiandxian,jubiandxian,5700000.0,2500000.0,396200.0,1800.0,934.0
adrianbliss,Adrian Bliss,7300000.0,2300000.0,413300.0,1100.0,1700.0
dxddy._.desi,Desiree Montoya❤️,2900000.0,1900000.0,250800.0,4900.0,764.0
frankielapenna,Frankie LaPenna,4800000.0,2700000.0,295200.0,1400.0,2000.0
xxxten1369,XXXTENTACION,3700000.0,2800000.0,335100.0,1000.0,1800.0
softbulletgun97,Tik Toker,1300000.0,2300000.0,188300.0,2200.0,4100.0
katiessigmond,katie sigmond,6900000.0,2900000.0,340000.0,1100.0,1600.0
nnatalieaguilar,natalie & the aguilars,4900000.0,3400000.0,558800.0,568.0,825.0
elchimbatv,EL CHIMBA,3300000.0,3000000.0,285200.0,773.0,2400.0
deiveleonardooficial,Deive Leonardo,6100000.0,1300000.0,139300.0,370.0,14200.0
vitoou,vito•_•,52400.0,1000000.0,179300.0,3300.0,10900.0
twice_tiktok_official,TWICE,17900000.0,1300000.0,325500.0,3700.0,2500.0
christilukasiak0,Christilukasiak,2300000.0,2300000.0,369300.0,1800.0,1200.0
katiavlogss,KATIAVLOGS🐒,14500000.0,3400000.0,274400.0,2600.0,294.0
nhu_y1203,Nguyễn Ngọc Như Ý🐰,690200.0,2600000.0,239800.0,4000.0,205.0
jidion,JiDion,4200000.0,1900000.0,412500.0,2000.0,1300.0
lifeofsal,Sal,614300.0,2400000.0,166200.0,1200.0,5400.0
nikkietutorials,nikkietutorials,6200000.0,3200000.0,498000.0,1100.0,538.0
ivanovik.83,ivanovik.1983,172700.0,2300000.0,91500.0,1100.0,11100.0
erictro,Eric Tro,4500000.0,5600000.0,547400.0,507.0,330.0
virginiafonseca,Virginia,34100000.0,3000000.0,410900.0,1200.0,961.0
paigetaylor.s,Paige Taylor,4500000.0,2600000.0,393300.0,1900.0,546.0
thecoreyb,Corey B,8800000.0,1500000.0,194200.0,755.0,8300.0
carolcastromx,Carol Castro,12700000.0,3400000.0,450000.0,1300.0,379.0
ianlucasok,Ian Lucas,4500000.0,2400000.0,262900.0,3300.0,830.0
voronina_valeria_,Valeria Voronina,2300000.0,3700000.0,460400.0,1100.0,334.0
pacodemiguel,Paco De Miguel,6800000.0,1500000.0,229600.0,1900.0,5400.0
joshrichards,Josh Richards,25600000.0,2700000.0,354000.0,1900.0,737.0
surasak1437,s ᴜ ʀ ᴀ s ᴀ ᴋ,1100000.0,1800000.0,188500.0,463.0,7000.0
com.yuta0305,【コムドット】ゆうた,1200000.0,1700000.0,225600.0,4700.0,1900.0
ayutingting,Ayu Ting Ting,7200000.0,2900000.0,239200.0,1500.0,2100.0
yahayraosorio,Yahayra Osorio,372600.0,2200000.0,67700.0,1100.0,15700.0
tina_042,𝒯𝒾𝓃𝒶,795000.0,1800000.0,314000.0,2000.0,2400.0
abosaed49,ابو سعيد,661400.0,2100000.0,169400.0,3100.0,3900.0
theestallion,Megan Thee Stallion,12200000.0,2100000.0,277200.0,2300.0,2000.0
musdalifahbasrii,Musdalifah Basri,1300000.0,2200000.0,190200.0,3400.0,2600.0
haileybieber,Hailey Bieber,9800000.0,3500000.0,342600.0,1200.0,845.0
dialaaljazairi,dialaaljazairi,198700.0,4000000.0,113200.0,3100.0,2400.0
chihuahuapeaches,Peaches The Chi,295200.0,1500000.0,296700.0,2000.0,3600.0
brunocampos,Bruno Campos,5200000.0,5400000.0,360600.0,626.0,619.0
isaac.h.p.karaoke.backup,Isaac H.P Karaoke Backup,1600000.0,1300000.0,265600.0,3200.0,3800.0
rafaelsantos,Rafael Santos,18500000.0,2500000.0,398200.0,1800.0,645.0
happytummy_702,Suzy,731300.0,2200000.0,396700.0,288.0,2500.0
gemelasabello2,Gemelas Abello,17900000.0,5000000.0,376200.0,478.0,813.0
douhalaribiii,Douha laribii,7700000.0,4100000.0000000000,240400.0,1600.0,823.0
itzyofficial,ITZY,9700000.0,1700000.0,314600.0,3000.0,1600.0
twinkle.t1ts,rylee,803500.0,3700000.0,281500.0,2000.0,302.0
murphslife,Aaron Murphy,5700000.0,1800000.0,279500.0,2800.0,2100.0
tai.tl2,tai_tl,832300.0,1900000.0,316900.0,1600.0,2500.0
vibin.wit.tay,Tay,4100000.0000000000,1500000.0,295900.0,1200.0,4400.0
leleburnier,LELÊ BURNIER,2400000.0,1600000.0,387600.0,2900.0,910.0
ae_ay__99,أية الشمري💙🐆,1500000.0,3200000.0,162000.0,1300.0,3200.0
maddzak,Maddzak,4900000.0,3300000.0,191000.0,3500.0,227.0
nianaguerrero,Niana Guerrero,33200000.000000000,3100000.0,358500.0,1500.0,684.0
cardncyn,Carddd,3800000.0,3900000.0,541900.0,801.0,318.0
soy_marcela4,Soy_marcela,4500000.0,2100000.0,336600.0,710.0,2600.0
cr.limit,YT- CR Limit,40400.0,2800000.0,189800.0,2400.0,1900.0
logfive,Logan,2500000.0,2100000.0,313500.0,1200.0,2300.0
katie34556,katie65886,67600.0,2200000.0,149100.0,7100.0,122.0
hesfinatia,PINAT🍅|| IG: @hesfinatia,8900000.0,4600000.0,434000.0,772.0,377.0
samdabaddest,Samaria,312400.0,1500000.0,369800.0,836.0,3300.0
palmertrolls,Ben Palmer,3400000.0,2000000.0,327800.0,884.0,2700.0
benorsini,Ben Orsini 👑,543800.0,2200000.0,293300.0,2800.0,718.0
vzelivx,vzelivx,731300.0,2100000.0,271200.0,2600.0,1300.0
cassy.legaspi,CASSY LEGASPI,5800000.0,3700000.0,369700.0,1000.0,590.0
kwo.owk,KWOOWK,2600000.0,2000000.0,268200.0,2000.0,2200.0
abbieherbert,AbbieHerbert,13800000.0,3700000.0,400700.0,917.0,581.0
lyricoo__,ʟʏʀɪᴄᴏᴏ,1200000.0,1300000.0,165700.0,1700.0,8600.0
mateus_hwang,Mateus Hwang,1900000.0,1900000.0,136800.0,5800.0,2600.0
bswagggy,shaggy,16800.0,1200000.0,294600.0,1300.0,5100.0
talalionaire,طلاليونير,905600.0,2900000.0,195100.0,2000.0,1800.0
bigweirdworld,bigweirdworld,1500000.0,1100000.0,304200.0,2000.0,4500.0
yurielkysojeda,Yurielkys Ojeda 🕷,14800000.0,2200000.0,277300.0,1300.0,2300.0
cemresolmaz,cemre solmaz,10400000.0,2000000.0,137000.0,6200.0,1700.0
mrwhosetheboss,Arun Maini,1500000.0,3800000.0,447500.0,964.0,300.0
kjsmoothh,Kjsmoothh,2500000.0,1800000.0,254400.0,2900.0,1800.0
juaniquilador,JuanSGuarnizo,10500000.0,2000000.0,364900.0,1800.0,1100.0
itsmenicksmithy,Nick Smithyman 🤓,7900000.0,2200000.0,305500.0,1700.0,1400.0
khalidzain124,خالد زين,1700000.0,2600000.0,223900.0,1600.0,2000.0
colewherld,colegonzales,5300000.0,2900000.0,277100.0,977.0,1600.0
000072mr,La beba,341300.0,2000000.0,283200.0,1200.0,2400.0
ksi,KSI,9800000.0,2500000.0,178600.0,4400.0,178.0
alexojeda,Alex Ojeda 🇲🇽,8100000.0,2600000.0,272600.0,802.0,2200.0
j3ipy_,Jeipy,8200000.000000000,1700000.0,354400.0,2300.0,1100.0
louuuyoung,louuuyoung,709700.0,872900.0,137900.0,4400.0,12600.0
arafat.buffon,🦅🌑عرفات بوفون🌑🦅,1400000.0,4300000.0,246700.0,460.0,1500.0
reem_alsawas,ريم السواس,1900000.0,3900000.0,162300.0,1100.0,2100.0
ahmedksontini2,Ahmed Ksontini,643300.0,2100000.0,77000.0,0.0,12600.0
mostafa.ashraf14,Mostafa Ashraf,1700000.0,2800000.0,268000.0,1200.0,1500.0
arigameplays,AriGameplays,23200000.0,2800000.0,320700.0,1400.0,867.0
bela,Bela,8800000.0,2700000.0,390700.0,936.0,982.0
senaitalo,italosenaoficial,2600000.0,2100000.0,198800.0,1500.0,3300.0
kozuehayashii,Kozue,7000000.0,2600000.0,466200.0,370.0,1300.0
elrodcontreras,ROD🫠,41600000.0,2000000.0,254500.0,3500.0,413.0
kwechi_,Kwes,377900.0,1600000.0,283300.0,1500.0,2800.0
5ifvi,𝙏𝙃𝙀 𝘿𝘼𝙍𝙆 𝙎𝙄𝘿𝙀,1400000.0,2400000.0,199000.0,410.0,3700.0
druskitv,DRUSKI,3700000.0,1300000.0,241000.0,1300.0,4900.0
dearra,De’arra Taylor,3700000.0,2500000.0,458400.0,792.0,923.0
briggi_bozzo,Briggitte Bozzo,23900000.0,5200000.0,361900.0,787.0,245.0
flavinhalouise,Flavinhalouise,12200000.0,3200000.0,167700.0,709.0,2800.0
pailita.k7k,Pailita,1200000.0,1600000.0,257400.00000000000,2700.0,2100.0
itskingchris,KingChristian,17200000.0,1600000.0,299700.0,2800.0,1300.0
mikaylanogueira,Mikayla Nogueira,13500000.0,2200000.0,320300.0,2300.0,411.0
rdcworld1,Mark Phillips,3100000.0,1000000.0,227600.0,1200.0,6700.0
charlieputh,Charlie Puth,19000000.0,2000000.0,324800.0,1900.0,937.0
bikedasher,BikeDasher,4300000.0,2500000.0,398000.0,1500.0,407.0
jonata_26,Jonata🤩,5900000.0,1900000.0,319600.0,646.0,2500.0
devincaherly,Devin Caherly,8500000.0,4000000.0,444900.0,894.0,147.0
basementgang,Basement Gang,5700000.0,1400000.0,296000.0,1500.0,2900.0
soysaucer,fivar,1000000.0,2000000.0,272800.0,790.0,2700.0
abo.zizo,۩♥۩ عائلة ابو زيزو ۩♥۩,4700000.0,3700000.0,225300.0,723.0,1500.0
spriteder_spd,Prite Netijen Netirattanapaiboon,4100000.0000000000,3600000.0,434900.0,845.0,334.0
ugolord,⚖️ The TikTok Attorney ⚖️,6300000.0,1900000.0,186000.0,4900.0,369.0
iamkailan,KAILAN 💚💛,3900000.0,2400000.0,219900.0,1300.0,2200.0
lorengray,Loren Gray,54600000.0,3100000.0,358700.0,879.0,761.0
daniuniverse,Dani Universe,9700000.0,3100000.0,322000.0,956.0,867.0
ser_jay,Hello It’s me SerJay,5300000.0,1400000.0,226200.0,2500.0,3500.0
alexwaarren,Alex warren,15500000.0,2400000.0,419800.0,992.0,809.0
lkzinhu,LK,17200000.0,2600000.0,306500.0,998.0,1300.0
joaoferdnan,João Ferdnan,8100000.0,1700000.0,173500.0,2100.0,4000.0
taossenpai,tao's senpai,635700.0,1200000.0,219600.0,1400.0,5300.0
isaach.p,Isaac H.P,3100000.0,1400000.0,217200.0,3500.0,2300.0
maddy.leah3,Not me,246200.0,2000000.0,196300.0,4300.0,237.0
jordanavucetic,jordanavucetic,2800000.0,1100000.0,224200.0,5200.0,2100.0
carlevellyn,Carla Evellyn,1700000.0,2000000.0,349600.0,2000.0,572.0
chinguamiga,Chingu Amiga,20100000.0,2500000.0,469400.0,1100.0,377.0
elpugaa,Puga,9900000.0,2000000.0,220900.0,341.0,3700.0
reymbayang,Rey,3400000.0,1300000.0,253000.0,2000.0,3400.0
tommyunold,Tommy,11300000.0,2300000.0,317800.0,2200.0,172.0
adamw,Adam W,16900000.0,2400000.0,266300.0,915.0,1800.0
anna..paull,Anna Paul,5200000.0,2400000.0,424700.0,1300.0,375.0
djadelilyes,Ilyes Djadel,390000.0,2100000.0,311800.0,1100.0,1600.0
kronnozomberoficial,KronnoZomber,728200.0,1400000.0,289100.0,2100.0,2300.0
outtpig,OuttPig,2100000.0,1500000.0,341000.0,1600.0,1700.0
rosssmith,Ross Smith,22900000.0,1500000.0,156100.0,927.0,6300.0
glencachysaraofficial,glenca chysara,8100000.0,4500000.0,212300.0,1300.0,522.0
pumatheweirdo,Cat Puma,2400000.0,1500000.0,183000.0,722.0,5500.0
twinsjne,Twinsjne 🍓,1100000.0,2400000.0,486900.0,783.0,665.0
andcarli,Andcarli,11700000.0,6300000.0,212200.0,684.0,578.0
mclivinho,Mc Livinho,4000000.0,2200000.0,312200.0,1400.0,1000.0
mrmilothechonk,Erika and Milo,2100000.0,1500000.0,313600.0,1300.0,2200.0
kimmigneault,Kim Migneault,7100000.0,3100000.0,358700.0,539.0,971.0
unnecessaryinventions,Unnecessary Inventions,5300000.0,2400000.0,377900.0,1400.0,451.0
hunterprosper,Hunter Prosper,5100000.0,1700000.0,320800.0,1000.0,2100.0
bulochkapelmen,BULOCHKA🇨🇳🇺🇦,3000000.0,2900000.0,184800.0,1900.0,1200.0
louka__m,Louka,2500000.0,1900000.0,354300.0,1200.0,1400.0
folz.aa,folz.a,1200000.0,1100000.0,192300.0,1800.0,6000.0
austinandlexi,⚡️Austin & Lexi 💥,4000000.0,1800000.0,332600.0,1100.0,1700.0
lehvideira,Lethicia Videira,7800000.0,903600.0,145100.0,1700.0,10800.0
nathalieholscher14,Nathalie Holscher,7200000.0,3500000.0,295700.0,936.0,647.0
sa_h700,صالح السبير✨,417400.0,2000000.0,201700.0,1600.0,2500.0
ayanakamachi,中町綾,1500000.0,3000000.0,204200.0,1100.0,1600.0
sebasmorenooo,Sebastian Moreno 📸,5100000.0,3300000.0,293700.0,1400.0,300.0
larrayeeee,LARRAY,26300000.0,2000000.0,351200.0,2000.0,364.0
le_general_416,tonton G 🇫🇷,2300000.0,4700000.0,214700.0,762.0,847.0
everett,Everett Noble,10000000.0,1900000.0,441400.0,768.0,1200.0
mcsilsiloficial,@mcsilsiloficial,7200000.0,1600000.0,123300.0,2500.0,6000.0
alezha.obukhov,Алежа Обухов,1300000.0,2600000.0,309200.0,1100.0,851.0
dermdoctor,DermDoctor | Dr. Shah,16600000.000000000,3500000.0,248600.0,1000.0,826.0
abbycasselberry,Abby Casselberry,1900000.0,1800000.0,348300.0,1000.0,1600.0
annapep3,ANNA,1000000.0,1700000.0,337100.0,1300.0,1500.0
fabru_blacutt,Fabru,18100000.0,2200000.0,242900.0,2400.0,562.0
songsforlittles,Ms Rachel,1100000.0,2600000.0,187500.0,1600.0,1700.0
marktilbury,Mark Tilbury - YouTuber & CEO,7200000.0,2300000.0,224500.0,620.0,2400.0
georainbolt,georainbolt,1200000.0,1500000.0,247100.0,2000.0,2300.0
navacarlosss,Carlos Navarro 🥇,131300.0,1700000.0,98800.0,353.0,8900.0
lagranjadelborrego,La granja del borrego,11100000.0,3000000.0,349900.0,919.0,581.0
morimura,MoriMura🍕,8400000.0,1500000.0,315400.0,1500.0,1800.0
oliviadearlove2,olivia-2002,17400.0,3000000.0,175900.0,1600.0,1300.0
eltonjohn,Elton John,2100000.0,2800000.0,66800.0,2000.0,6200.0
conormaynard,Conor Maynard,6800000.0,1700000.0,160400.0,2500.0,3100.0
duncanyounot,Duncan Joseph,4300000.0,1400000.0,366500.0,1300.0,1700.0
jrizzyjeremy,jrizzyjeremy,69100.0,3100000.0,225200.0,768.0,1400.0
ahmadmahroom99,Ahmad Mahroom,1300000.0,3300000.0,143500.0,923.0,2300.0
avascreams,ava,705000.0,1200000.0,372600.0,2800.0,639.0
erijasjas,Jasel,597900.0,1800000.0,385500.0,685.0,1500.0
artistliilz_,Liilz 🚀,342600.0,1600000.0,240000.0,2900.0,973.0
willian99music,ᴡ 99 ᴍ ☊,720300.0,1600000.0,143500.0,188.0,6300.0
cauamacedo,Cauã Macedo,11400000.0,1600000.0,231000.0,2900.0,1100.0
sabrenorris,Sabre Norris,3600000.0,1800000.0,186900.0,4100.0,329.0
youshi_maru,ゆうしまる,83600.0,1900000.0,145200.0,1100.0,4400.0
mdrr05,👻مروان ٱلبآتني🇩🇿,3000000.0,3000000.0,112600.0,1400.0,2900.0
deandreee,DeAndre,1900000.0,1900000.0,315100.0,826.0,1600.0
werenotreallystrangers,WNRS,4400000.0,1700000.0,329500.0,1500.0,1200.0
poki,pokimane,6300000.0,2300000.0,234800.0,2100.0,667.0
zbor0vska,Zborovska,1100000.0,1900000.0,288900.0,1400.0,1300.0
7odzz,7oda Eino🔥😵,4500000.0,2200000.0,162700.0,1600.0,2500.0
roportajadam,Mahsun Karaca,1100000.0,2100000.0,125400.0,411.0,5100.0
nadirdearabier,Nadirdearabier,1100000.0,2100000.0,185100.0,3000.0,694.0
aydenmekus,AYDEN MEKUS,11500000.0,2100000.0,204700.0,2900.0,491.0
thegnshow,The Graham Norton Show,1700000.0,2900000.0,287800.0,421.0,1300.0
ladydianka,LADY BUNNY🐰,9100000.0,1500000.0,189900.0,3400.0,1600.0
skuratof,Anton Skuratov,623200.0,1800000.0,151300.0,793.0,4400.0
saray.____,Saray,67900.0,1400000.0,85600.0,2700.0,9400.0
kieram.litchfield,Kieram Litchfield,2200000.0,1400000.0,190800.0,2600.0,2800.0
laurence_benson,Laurence Benson,2100000.0,2900000.0,293000.0,1400.0,240.0
mohamed.hesham.official,محمد هشام,563500.0,1500000.0,43700.0,380.0,21100.0
jaywheeler,Jay Wheeler,5400000.0,1600000.0,249800.0,856.0,2700.0
itsmatheuscosta,Matheus Costa,5000000.0,1400000.0,205800.0,2000.0,2800.0
soanhvadiephihi,Soanh x Diệp,3100000.0,3100000.0,328400.0,864.0,533.0
roadrunnerpete,Pete 1k,72200.0,926400.0,151600.0,2000.0,8000.0
danivallem,Dani Valle,4800000.0,1200000.0,86300.0,963.0,12400.0
com.hyuga1117,【コムドット】 ひゅうが,1100000.0,1500000.0,165800.0,4700.0,993.0
jasonderulo,Jason Derulo,53000000.0,6800000.0,186900.0,887.0,194.0
bilalfadilii,Bilal Fadili,1300000.0,1600000.0,190500.0,2000.0,2600.0
mandrake1984real,Giuseppe Mandrake Ninno,1300000.0,1400000.0,170300.0,891.0,4900.0
kerri_okie,Kerri,3100000.0,1100000.0,137300.0,4800.0,4300.0
championsleague,Champions League,16000000.0,2300000.0,293500.0,823.0,1200.0
luvjunior14,j ❤️,560300.0,1600000.0,432800.0,1400.0,610.0
sallyalawady1,Sally Alawady,4100000.0000000000,3400000.0,187800.0,1700.0,446.0
felipenpv,Felipe Paiva,3500000.0,1700000.0,259600.00000000000,1800.0,1300.0
neitor.exe,Neitor,2900000.0,2000000.0,307800.0,1600.0,709.0
camilo,Camilo,28800000.0,2400000.0,275900.0,567.0,1500.0
thelondoncharles,London Charles,6000000.0,1700000.0,374900.0,1400.0,751.0
keemokazi,KEEMOKAZI,30100000.0,2800000.0,351900.0,1100.0,258.0
frantastiktok,Fran Carneros,1500000.0,2100000.0,458400.0,587.0,807.0
elissadeheart,Elissa DeHeart,2300000.0,2000000.0,292400.0,974.0,1300.0
soulzang,نظام,293500.0,796600.0,218300.0,2000.0,5700.0
sweeettails,SweeetTails,2800000.0,1400000.0,164400.0,828.0,5000.0
kane,kane,3200000.0,1800000.0,221800.0,1300.0,2000.0
dreamlifex0,🧚 ✨Dream life✨,569200.0,1200000.0,134100.0,5300.0,2700.0
omahi.tiktok,OMAHI,14700000.0,3500000.0,391900.0,777.0,188.0
tsezy,Tommy,4800000.0,2000000.0,253500.0,1900.0,735.0
albertinasacaca1,Albertina Sacaca Cal,6500000.0,2600000.0,241700.0,1600.0,505.0
brilionaire,model kentang🍟,4400000.0,2200000.0,229400.0,612.0,2000.0
wigofellas,wigofellas,34400000.0,2600000.0,158900.0,1900.0,1200.0
_.anime.edits_0,video,97000.0,1700000.0,75600.0,1500.0,8700.0
christianfabiannn,Christian Fabian,13400000.0,2200000.0,311900.0,1800.0,130.0
gzfoodqood,Foodqood by Giallozafferano,18500000.0,4300000.0,213300.0,412.0,1000.0
thephysicshouse,The Physics House,592400.0,1800000.0,307700.0,1900.0,507.0
benedictpolizzi,benedict polizzi,2000000.0,3600000.0,360200.0,230.0,775.0
main_and_aseel,Main & Aseel,1300000.0,3000000.0,178100.0,1400.0,1100.0
ahmedhelmy,Ahmed Helmy,7000000.0,2600000.0,184400.0,952.0,1800.0
analisseworld,Analisseworld,10400000.0,1900000.0,358600.0,652.0,1300.0
zoecolletti,Zoe Colletti,2200000.0,1800000.0,209700.0,3000.0,429.0
k4554ndr4,kassandra 🪐,978000.0,1000000.0,280400.0,1800.0,2700.0
kenchanachaisit,Ken Chanachai,405800.0,2000000.0,184600.0,1400.0,2100.0
sidaivan,sdvn,89800.0,2300000.0,149900.0,2200.0,1500.0
mrcaqui,Facundo Izquierdo,6800000.0,978000.0,264500.0,833.0,4100.0
rubxnillo,Rubenillo,508100.0,3800000.0,279000.0,282.0,925.0
com.yamato0515,【コムドット】やまと,1900000.0,1200000.0,176400.0,4300.0,1700.0
brentfordfc,Brentford FC,1200000.0,1900000.0,252300.0,1600.0,1100.0
dede_harlan_,Dede Harlan,295600.0,957700.0,228100.0,1900.0,3800.0
yurinya1128,ゆりにゃ,647300.0,2300000.0,162300.0,2500.0,787.0
hannahkelekacook,Hannah & Regal,3300000.0,1700000.0,231800.0,2700.0,444.0
marilynl19,user1692838440296,995200.0,1100000.0,162300.0,4400.0,2500.0
dixiedamelio,dixie,57400000.0,2400000.0,220500.0,1900.0,424.0
somi_official_,JEON SOMI,7000000.0,1500000.0,329600.0,2000.0,496.0
leanbeefpatty,Patty,5800000.0,1800000.0,277700.0,1500.0,1000.0
viki_tory88,Вика & Женя,310600.0,1900000.0,48800.0,208.0,12900.0
jakekrantz,Jake Krantz,2200000.0,1300000.0,261900.00000000000,701.0,3000.0
momonatamada,Momona Tamada,4400000.0,1700000.0,359300.0,1800.0,279.0
bankkamo46_,bankkamo46_🦖,1300000.0,1500000.0,204700.0,1100.0,3000.0
surthycooks,Surthany hejeij,9500000.0,2500000.0,273600.0,1400.0,353.0
sofiaespanha,sofia espanha,4600000.0,1900000.0,284800.0,1300.0,996.0
waspycraft1,Waspycraft,194400.0,2300000.0,188600.0,922.0,1900.0
michou_yt,Michou,7400000.0,2400000.0,266700.0,1500.0,341.0
rachsullivan__,Rach Sullivan,1500000.0,2000000.0,370200.0,739.0,927.0
piperrockelle,♥️Piper Rockelle♠️,10400000.0,1900000.0,158400.0,3600.0,543.0
elmercanchi,Que chimba sog,1800000.0,1900000.0,138200.0,691.0,3900.0
danielzencon,Daniel Zenteno Const,36600.0,1200000.0,174300.0,1100.0,4600.0
dennysumargoreal,DENNY SUMARGO,3300000.0,3500000.0,187200.0,1400.0,386.0
jakeandrich,Jake Andrich / Jakipz,14600000.0,2100000.0,164200.0,1600.0,1900.0
andreluizframbach,André Luiz Frambach,1400000.0,3600000.0,216200.0,285.0,1300.0
6666pd,666,285700.0,924500.0,153300.0,422.0,7900.0
skaijackson,Skai Jackson 🥰,20100000.0,2100000.0,441500.0,899.0,372.0
nickrowedder,Nicoly Amanda Rowedder,457700.0,1000000.0,264300.0,1700.0,2700.0
esneni,Stefano Da Cunha,4400000.0,1400000.0,283100.0,2500.0,477.0
bellafoodie,Julie & Bella,4200000.0,2400000.0,313700.0,474.0,1100.0
guywithamoviecamera,reece,981500.0,1400000.0,329000.0,1100.0,1400.0
chocopla_osada,チョコレートプラネット長田(オサダ),688400.0,2300000.0,107900.0,977.0,3800.0
jaydafnwayda,JAYDA WAYDA,3700000.0,1600000.0,230700.0,1000.0,2200.0
abusrwal1996,abusrwal1996,1400000.0,1700000.0,190600.0,2100.0,1400.0
luara,Luara,22600000.0,2700000.0,185900.0,1900.0,403.0
cesarpantoja.n,Cesar Pantoja,14000000.0,2200000.0,347100.0,1200.0,283.0
islasvlogs_,Islas Vlogs,2400000.0,2900000.0,313700.0,842.0,416.0
postmalone,Post Malone,12800000.0,1900000.0,176000.0,1400.0,2000.0
ana_eusse,Ana Maria,13300000.0,3000000.0,392200.0,825.0,141.0
jeromepolin98,Jerome Polin,4700000.0,1500000.0,231100.0,2400.0,924.0
good.boy.ollie,Good Boy Ollie,4200000.0,997600.0,250300.0,1400.0,3200.0
